lon,lat,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,dt
2.3488,48.8534,1,236.99,0.08,11.48,52.21,1.97,3.45,4.42,0.81,1667750400
2.3488,48.8534,1,253.68,0,13.54,45.42,2.21,4.13,5.35,0.89,1667754000
2.3488,48.8534,1,280.38,0.01,16.62,40.77,2.83,5.75,7.39,1.06,1667757600
2.3488,48.8534,1,303.75,0.03,18.68,39.7,3.46,7.7,9.99,1.2,1667761200
2.3488,48.8534,1,290.39,0.01,16.79,43.27,3.28,8.15,11.11,1.09,1667764800
2.3488,48.8534,1,283.72,0,15.59,47.21,3.13,8.48,12.36,1.03,1667768400
2.3488,48.8534,1,263.69,0.01,13.02,51.5,2.86,8.38,13.38,0.89,1667772000
2.3488,48.8534,1,220.3,0,8.23,57.94,2.09,7.57,13.74,0.63,1667775600
2.3488,48.8534,1,220.3,0,8.4,57.22,2.12,8.26,15.82,0.66,1667779200
2.3488,48.8534,1,216.96,0,7.71,57.94,1.88,8.57,17.05,0.65,1667782800
2.3488,48.8534,1,213.62,0,7.28,59.37,1.79,8.41,17,0.63,1667786400
2.3488,48.8534,1,213.62,0,6.94,60.08,1.76,8.18,16.14,0.61,1667790000
2.3488,48.8534,1,213.62,0,7.2,60.08,1.85,8.09,15.03,0.63,1667793600
2.3488,48.8534,1,226.97,0,8.83,57.22,2.12,8.36,15.05,0.71,1667797200
2.3488,48.8534,1,263.69,0,13.54,52.93,2.77,9.42,15.74,0.89,1667800800
2.3488,48.8534,2,303.75,0.02,18.85,46.49,3.55,10.56,16.78,1.17,1667804400
2.3488,48.8534,1,300.41,0.05,19.02,45.42,3.58,9.93,15.13,1.17,1667808000
2.3488,48.8534,1,303.75,0.48,18.51,46.49,3.76,9.68,14.4,1.3,1667811600
2.3488,48.8534,1,273.7,0.58,14.91,51.5,3.19,8.15,12.65,1.17,1667815200
2.3488,48.8534,1,267.03,0.38,14.39,53.64,3.19,8.07,13.3,1.12,1667818800
2.3488,48.8534,1,253.68,0.43,13.02,55.79,2.95,7.22,10.81,1.08,1667822400
2.3488,48.8534,1,240.33,0.27,11.82,59.37,2.71,5.86,8.28,1.08,1667826000
2.3488,48.8534,1,253.68,0.35,14.05,54.36,3.16,6.72,9.12,1.27,1667829600
2.3488,48.8534,1,263.69,0.24,15.59,49.35,3.25,6.81,8.96,1.33,1667833200
2.3488,48.8534,1,283.72,0.15,19.02,42.56,3.58,7.03,9.1,1.46,1667836800
2.3488,48.8534,1,307.08,0.03,22.28,34.33,3.73,7.39,9.78,1.5,1667840400
2.3488,48.8534,1,353.81,0.06,27.08,29.33,4.35,8.73,11.72,1.68,1667844000
2.3488,48.8534,2,400.54,0.21,31.19,27.18,4.95,10.66,14.27,1.82,1667847600
2.3488,48.8534,2,410.56,0.21,31.19,27.18,4.95,11.27,15.2,1.73,1667851200
2.3488,48.8534,2,417.23,0.28,31.19,25.39,4.89,11.73,15.78,1.69,1667854800
2.3488,48.8534,1,367.16,0.15,25.7,28.61,3.93,9.46,13.03,1.39,1667858400
2.3488,48.8534,1,277.04,0.02,15.77,38.98,2.44,5.49,7.95,0.92,1667862000
2.3488,48.8534,1,247,0,12.17,43.99,1.97,4.12,5.86,0.8,1667865600
2.3488,48.8534,1,243.66,0.01,11.48,45.06,1.94,3.78,5.33,0.85,1667869200
2.3488,48.8534,1,233.65,0.01,10.37,47.21,1.85,3.31,4.72,0.95,1667872800
2.3488,48.8534,1,226.97,0,9.42,49.35,1.76,2.92,4.22,1.16,1667876400
2.3488,48.8534,1,223.64,0,9.17,50.78,1.79,2.81,4.07,1.54,1667880000
2.3488,48.8534,1,233.65,0.01,10.71,47.92,2.09,3.3,4.73,2.12,1667883600
2.3488,48.8534,1,297.07,0.04,18.51,39.34,3.34,5.95,8.08,3.1,1667887200
2.3488,48.8534,1,333.79,0.08,23.65,35.41,4.11,7.72,10.34,3.39,1667890800
2.3488,48.8534,1,330.45,0.08,22.96,37.91,4.17,7.98,10.78,3.23,1667894400
2.3488,48.8534,1,310.42,0.21,19.54,43.99,3.81,7.55,10.3,2.94,1667898000
2.3488,48.8534,1,270.37,0.29,13.88,53.64,2.83,5.93,7.74,2.06,1667901600
2.3488,48.8534,1,257.02,0.37,11.48,56.51,2.47,5.12,6.42,1.5,1667905200
2.3488,48.8534,1,247,0.4,10.28,56.51,2.21,4.42,5.43,1.11,1667908800
2.3488,48.8534,1,250.34,0.34,10.45,55.07,2.21,3.84,4.73,0.9,1667912400
2.3488,48.8534,1,253.68,0.25,11.31,52.93,2.26,3.6,4.5,0.83,1667916000
2.3488,48.8534,1,257.02,0.12,12.34,52.93,2.29,3.58,4.52,0.82,1667919600
2.3488,48.8534,1,267.03,0.03,14.57,52.21,2.53,4,5.19,0.97,1667923200
2.3488,48.8534,1,290.39,0.01,17.82,45.78,2.92,4.88,6.37,1.12,1667926800
2.3488,48.8534,1,327.11,0.04,21.59,38.62,3.55,6.44,8.34,1.35,1667930400
2.3488,48.8534,1,353.81,0.07,23.99,34.33,4.05,7.55,9.66,1.44,1667934000
2.3488,48.8534,1,347.14,0.06,22.28,35.76,3.87,7.15,9.23,1.33,1667937600
2.3488,48.8534,1,343.8,0.05,21.59,36.84,3.81,6.81,8.81,1.25,1667941200
2.3488,48.8534,1,307.08,0.02,17.65,41.84,3.13,5.23,6.89,0.97,1667944800
2.3488,48.8534,1,247,0,10.97,50.07,2.09,2.88,3.97,0.59,1667948400
2.3488,48.8534,1,233.65,0,9.08,52.93,1.82,2.31,3.15,0.53,1667952000
2.3488,48.8534,1,233.65,0,8.48,54.36,1.77,2.23,3.03,0.52,1667955600
2.3488,48.8534,1,236.99,0,8.83,52.93,1.88,2.42,3.3,0.55,1667959200
2.3488,48.8534,1,240.33,0,9.34,51.5,2,2.66,3.66,0.59,1667962800
2.3488,48.8534,1,243.66,0.01,9.94,48.64,2.15,2.97,4.28,0.69,1667966400
2.3488,48.8534,1,260.35,0.01,12.17,43.63,2.53,3.81,5.61,0.85,1667970000
2.3488,48.8534,1,347.14,0.16,22.62,30.4,3.99,7.58,10.35,1.38,1667973600
2.3488,48.8534,2,407.22,0.64,30.5,19.31,5.13,10.55,14.25,1.73,1667977200
2.3488,48.8534,2,400.54,0.77,30.16,18.24,5.3,10.7,14.6,1.74,1667980800
2.3488,48.8534,1,367.16,0.91,25.7,23.6,5.07,9.96,13.79,1.65,1667984400
2.3488,48.8534,1,313.76,0.91,19.19,32.9,4.29,8.32,12.17,1.46,1667988000
2.3488,48.8534,1,283.72,0.64,16.79,37.19,4.05,7.39,11.61,1.47,1667991600
2.3488,48.8534,1,267.03,0.45,15.08,40.77,3.73,6.24,10.31,1.47,1667995200
2.3488,48.8534,1,270.37,0.43,15.77,41.84,3.76,5.51,8.99,1.57,1667998800
2.3488,48.8534,1,300.41,0.58,20.56,36.84,4.53,6.26,9.65,1.96,1668002400
2.3488,48.8534,1,337.12,0.67,25.7,30.76,5.25,7.42,11.03,2.41,1668006000
2.3488,48.8534,2,440.6,2.12,39.41,15.38,6.97,12,16.41,3.36,1668009600
2.3488,48.8534,2,574.11,9.83,47.3,1.7,8.58,18.83,24.6,3.89,1668013200
2.3488,48.8534,4,720.98,22.58,45.24,0.11,10.01,26.85,34.03,3.83,1668016800
2.3488,48.8534,4,867.84,33.53,43.87,0.01,11.44,35.49,44.02,3.7,1668020400
2.3488,48.8534,4,934.6,38,42.5,0,11.68,39.62,49.19,3.51,1668024000
2.3488,48.8534,4,961.3,39.79,40.1,0,11.56,41.74,51.71,3.45,1668027600
2.3488,48.8534,4,881.2,35.76,36.67,0,9.89,37.59,47.33,2.88,1668031200
2.3488,48.8534,4,667.57,22.35,32.22,0.04,6.38,25.6,33.61,1.76,1668034800
2.3488,48.8534,2,540.73,15.2,28.45,0.13,5.07,19.51,25.82,1.42,1668038400
2.3488,48.8534,2,534.06,14.53,26.05,0.14,4.89,19.24,24.91,1.39,1668042000
2.3488,48.8534,3,560.76,17.43,23.99,0.06,4.95,21.07,26.99,1.42,1668045600
2.3488,48.8534,3,587.46,20.79,21.93,0.02,5.13,22.9,29.34,1.49,1668049200
2.3488,48.8534,3,607.49,23.69,20.56,0.01,5.25,24.27,31.21,1.54,1668052800
2.3488,48.8534,4,654.22,27.94,20.39,0,5.96,26.76,33.94,1.79,1668056400
2.3488,48.8534,4,934.6,50.51,23.31,0,10.01,43.61,51.78,3.26,1668060000
2.3488,48.8534,5,1174.93,71.53,27.08,0,12.99,57.85,68.13,4.24,1668063600
2.3488,48.8534,5,1255.04,80.47,28.45,0.17,14.31,62.62,75.99,4.62,1668067200
2.3488,48.8534,5,1134.87,72.42,26.39,1.77,13.95,55.07,69.4,4.5,1668070800
2.3488,48.8534,4,801.09,46.49,22.28,4.78,11.09,34.81,47.48,3.55,1668074400
2.3488,48.8534,3,627.52,32.19,20.56,7.87,9.3,24.21,35.27,3.04,1668078000
2.3488,48.8534,2,514.03,21.23,20.05,11.44,7.99,17.34,26.66,2.75,1668081600
2.3488,48.8534,2,373.84,7.93,19.71,24.68,5.96,10.59,16.85,1.96,1668085200
2.3488,48.8534,2,360.49,5.48,20.73,27.54,5.78,10,15.56,1.85,1668088800
2.3488,48.8534,2,363.83,3.86,23.99,23.25,5.78,10.42,15.93,1.9,1668092400
2.3488,48.8534,2,433.92,4.92,33.59,9.03,6.79,14.09,20.37,2.31,1668096000
2.3488,48.8534,2,527.38,14.08,33.93,0.4,7.51,19.13,26.86,2.44,1668099600
2.3488,48.8534,3,600.81,21.9,32.22,0.06,7.87,23.47,31.95,2.47,1668103200
2.3488,48.8534,4,634.19,23.47,32.56,0.04,7.87,25.28,33.44,2.5,1668106800
2.3488,48.8534,3,634.19,22.8,31.19,0.05,7.75,24.83,32.57,2.47,1668110400
2.3488,48.8534,3,634.19,22.58,29.82,0.05,7.75,24.38,31.91,2.44,1668114000
2.3488,48.8534,4,1054.76,55.88,29.82,0,10.37,49.83,59.97,2.88,1668117600
2.3488,48.8534,5,1214.98,71.53,29.82,0,7.87,60.93,71.53,2.06,1668121200
2.3488,48.8534,5,1148.22,69.74,27.42,0,7.27,58.76,67.1,2.31,1668124800
2.3488,48.8534,5,1161.58,70.63,25.7,0,7.87,60,67.14,2.66,1668128400
2.3488,48.8534,5,1081.47,63.48,23.99,0,6.91,54.81,60.67,2.22,1668132000
2.3488,48.8534,4,867.84,44.7,23.65,0,5.6,41.57,46.15,1.77,1668135600
2.3488,48.8534,3,600.81,22.13,23.99,0.02,4.47,24.9,28.22,1.44,1668139200
2.3488,48.8534,3,574.11,21.23,21.93,0.02,4.83,23.38,26.41,1.58,1668142800
2.3488,48.8534,4,774.38,38,22.62,0,7.87,35.18,39.04,2.72,1668146400
2.3488,48.8534,4,881.2,48.28,26.05,0,9.42,42.28,46.78,3.36,1668150000
2.3488,48.8534,4,894.55,50.07,28.79,0.06,10.01,42.98,48.13,3.61,1668153600
2.3488,48.8534,4,807.76,42.02,29.13,0.66,9.66,37.34,42.67,3.58,1668157200
2.3488,48.8534,3,567.44,21.23,28.79,5.14,7.51,23.84,28.35,2.79,1668160800
2.3488,48.8534,2,494,16.76,25.36,12.7,6.97,18.65,23.09,2.5,1668164400
2.3488,48.8534,2,447.27,14.75,22.96,18.78,6.85,15.28,19.49,2.53,1668168000
2.3488,48.8534,2,453.95,16.09,22.62,20.92,7.57,15.1,19.57,2.88,1668171600
2.3488,48.8534,2,494,18.1,27.08,15.56,8.34,17.28,22.37,3.2,1668175200
2.3488,48.8534,2,527.38,17.43,33.59,7.87,8.58,18.54,23.72,3.45,1668178800
2.3488,48.8534,4,687.6,30.4,39.76,0.89,10.13,26.98,32.88,4.05,1668182400
2.3488,48.8534,4,867.84,47.83,42.5,0,10.97,37.55,44.59,3.93,1668186000
2.3488,48.8534,4,988.01,54.99,45.24,0,11.56,45.61,53.62,3.67,1668189600
2.3488,48.8534,4,1028.06,54.09,43.18,0,11.44,48.3,56.5,3.58,1668193200
2.3488,48.8534,4,1014.71,50.51,38.73,0,10.97,47.56,55.63,3.42,1668196800
2.3488,48.8534,4,1001.36,49.17,35.64,0,10.73,47.56,55.61,3.39,1668200400
2.3488,48.8534,4,1001.36,49.17,32.9,0,9.66,47.24,55.39,3.01,1668204000
2.3488,48.8534,4,834.47,39.79,28.45,0,6.56,38.68,45.89,1.99,1668207600
2.3488,48.8534,4,667.57,28.39,23.31,0,4.59,29.78,35.58,1.54,1668211200
2.3488,48.8534,4,620.84,25.26,19.88,0,4.23,27.63,32.22,1.5,1668214800
2.3488,48.8534,4,560.76,21.46,17.48,0,3.78,25.05,28.62,1.35,1668218400
2.3488,48.8534,3,487.33,16.09,15.94,0.02,3.25,21.16,23.97,1.19,1668222000
2.3488,48.8534,2,423.91,11.96,14.91,0.06,2.92,18.02,20.33,1.09,1668225600
2.3488,48.8534,2,440.6,13.52,14.74,0.06,3.37,19.27,21.59,1.23,1668229200
2.3488,48.8534,4,620.84,27.27,16.96,0.01,5.9,29.62,33.06,2.09,1668232800
2.3488,48.8534,4,774.38,39.34,20.56,0.01,7.75,38.55,43.19,2.69,1668236400
2.3488,48.8534,4,854.49,46.94,22.28,0.62,8.94,43.19,49.1,3.04,1668240000
2.3488,48.8534,4,894.55,50.07,20.05,2.57,9.66,44.62,51.51,3.29,1668243600
2.3488,48.8534,4,774.38,41.13,17.14,4.83,8.7,37.13,43.67,2.98,1668247200
2.3488,48.8534,4,654.22,32.63,15.42,7.15,7.63,29.68,35.31,2.75,1668250800
2.3488,48.8534,3,560.76,26.6,15.25,8.85,6.97,24.65,29.5,2.79,1668254400
2.3488,48.8534,3,507.35,19.45,18.85,13.05,6.85,21.72,25.91,2.88,1668258000
2.3488,48.8534,3,520.71,19,22.96,12.52,7.09,22.56,26.87,3.01,1668261600
2.3488,48.8534,3,527.38,17.66,27.08,8.23,6.97,22.88,27.23,3.01,1668265200
2.3488,48.8534,4,580.79,20.34,33.24,1.94,7.27,25.62,30.2,3.07,1668268800
2.3488,48.8534,4,667.57,27.72,34.96,0.01,7.75,30.54,35.59,2.91,1668272400
2.3488,48.8534,4,761.03,33.53,36.33,0,8.46,36.37,42.13,2.88,1668276000
2.3488,48.8534,4,974.66,46.94,36.67,0,10.13,48.56,55.5,3.32,1668279600
2.3488,48.8534,5,1255.04,67.06,34.96,0,12.04,65.85,74.4,3.99,1668283200
2.3488,48.8534,5,1482.01,84.94,33.24,0,13.83,81,90.58,4.94,1668286800
2.3488,48.8534,5,1388.55,79.57,29.13,0,11.92,76.31,84.12,4.43,1668290400
2.3488,48.8534,4,894.55,45.6,22.62,0,6.2,47.11,52.15,2.25,1668294000
2.3488,48.8534,4,587.46,23.92,17.82,0.01,3.93,30.13,33.27,1.52,1668297600
2.3488,48.8534,4,514.03,17.88,16.11,0.03,3.7,26.49,28.84,1.44,1668301200
2.3488,48.8534,4,560.76,20.79,15.77,0.02,4.35,29.25,31.5,1.73,1668304800
2.3488,48.8534,4,620.84,25.26,15.94,0.01,5.36,32.96,35.29,2.22,1668308400
2.3488,48.8534,4,680.92,29.95,16.45,0,6.2,36.28,38.66,2.56,1668312000
2.3488,48.8534,4,720.98,33.53,17.65,0,6.44,37.96,40.46,2.5,1668315600
2.3488,48.8534,4,881.2,46.04,21.76,0,9.06,46.6,49.97,3.45,1668319200
2.3488,48.8534,4,754.36,35.76,26.05,0,8.82,38.47,41.79,3.36,1668322800
2.3488,48.8534,4,761.03,37.1,26.73,0.05,9.3,39.27,43.08,3.55,1668326400
2.3488,48.8534,4,761.03,37.55,26.05,0.55,9.66,39.72,44,3.64,1668330000
2.3488,48.8534,4,707.63,34.42,22.96,2.3,9.18,36.13,40.71,3.42,1668333600
2.3488,48.8534,4,654.22,32.19,20.39,4.96,8.94,32.66,37.36,3.26,1668337200
2.3488,48.8534,4,627.52,29.95,20.56,7.69,9.06,30.64,35.24,3.26,1668340800
2.3488,48.8534,4,627.52,27.94,25.7,11.44,10.13,31.25,35.92,3.48,1668344400
2.3488,48.8534,4,654.22,28.39,30.16,10.37,10.73,33.52,38.54,3.7,1668348000
2.3488,48.8534,4,654.22,26.38,32.9,6.97,10.13,32.39,37.23,3.8,1668351600
2.3488,48.8534,4,894.55,46.04,37.36,1.34,12.16,45.49,51.42,4.81,1668355200
2.3488,48.8534,5,1268.39,79.57,39.41,0,14.42,67.62,75.58,5.57,1668358800
2.3488,48.8534,5,1575.47,100.14,42.84,0,16.45,86.85,96.76,6.33,1668362400
2.3488,48.8534,5,1642.23,99.24,43.18,0,15.97,92.23,102.88,6.08,1668366000
2.3488,48.8534,5,1508.71,86.72,39.07,0,13.59,85.17,94.11,4.88,1668369600
2.3488,48.8534,5,1335.14,72.42,35.3,0,11.56,75.68,83.01,3.96,1668373200
2.3488,48.8534,5,1375.2,76.89,33.24,0,10.61,81.36,88.2,3.55,1668376800
2.3488,48.8534,5,1281.74,72.42,29.82,0,7.75,77.61,82.99,2.66,1668380400
2.3488,48.8534,5,1214.98,69.74,26.73,0,9.3,77.14,81.94,3.83,1668384000
2.3488,48.8534,5,1388.55,83.15,26.05,0,12.52,91.74,96.6,5.38,1668387600
2.3488,48.8534,5,1562.12,96.56,25.36,0,12.16,106.17,110.93,4.81,1668391200
2.3488,48.8534,5,1575.47,97.45,25.02,0,10.61,108.91,113.39,3.86,1668394800
2.3488,48.8534,5,934.6,48.28,25.36,0,8.11,63.06,66.92,2.82,1668398400
2.3488,48.8534,5,1028.06,57.22,25.02,0,10.37,67.5,72.9,3.64,1668402000
2.3488,48.8534,5,1535.42,99.24,27.76,0,17.4,99.63,108.85,6.84,1668405600
2.3488,48.8534,5,2002.72,137.69,31.87,0,23.37,124.28,137.43,9.12,1668409200
2.3488,48.8534,5,1922.61,132.32,34.96,0,21.93,111.34,125.72,7.98,1668412800
2.3488,48.8534,5,1508.71,97.45,37.7,0.08,17.64,80.96,93.79,6.08,1668416400
2.3488,48.8534,4,947.95,49.62,37.36,1.7,12.52,47.76,57.98,4.18,1668420000
2.3488,48.8534,4,687.6,28.61,32.22,7.87,10.25,32.86,41.8,3.29,1668423600
2.3488,48.8534,3,534.06,18.78,25.36,15.91,8.58,22.96,30.6,3.01,1668427200
2.3488,48.8534,2,407.22,9.28,20.56,26.82,6.5,14.65,20.86,2.63,1668430800
2.3488,48.8534,2,373.84,5.25,21.08,29.33,5.42,12.33,18,2.34,1668434400
2.3488,48.8534,2,363.83,2.51,23.65,27.54,4.89,11.49,17.04,2.28,1668438000
2.3488,48.8534,2,367.16,0.57,27.08,23.96,4.71,11.01,15.29,2.09,1668441600
2.3488,48.8534,2,377.18,0.37,28.1,21.1,4.65,11.35,14.27,1.69,1668445200
2.3488,48.8534,2,403.88,0.82,29.13,15.56,4.89,13.38,15.93,1.52,1668448800
2.3488,48.8534,2,423.91,1.93,29.13,9.21,5.19,15.49,18.07,1.52,1668452400
2.3488,48.8534,2,417.23,2.1,28.1,7.96,5.01,14.99,17.51,1.47,1668456000
2.3488,48.8534,2,400.54,1.58,27.08,10.1,4.71,12.82,15.16,1.46,1668459600
2.3488,48.8534,1,363.83,0.69,24.33,15.91,4.11,9.98,12.44,1.36,1668463200
2.3488,48.8534,1,297.07,0.12,18.16,26.82,3.01,6.33,8.63,1.01,1668466800
2.3488,48.8534,1,277.04,0.06,15.94,31.83,2.68,5.19,7.36,0.94,1668470400
2.3488,48.8534,1,277.04,0.05,15.08,33.26,2.71,5.2,7.72,0.91,1668474000
2.3488,48.8534,1,280.38,0.06,15.42,32.54,2.98,5.69,8.58,0.86,1668477600
2.3488,48.8534,1,287.06,0.08,15.94,30.4,2.89,5.88,8.95,0.86,1668481200
2.3488,48.8534,1,283.72,0.11,15.59,27.89,2.65,5.51,8.5,0.85,1668484800
2.3488,48.8534,1,287.06,0.18,16.11,25.39,2.74,5.51,8.48,0.92,1668488400
2.3488,48.8534,1,357.15,0.92,23.99,15.74,3.99,8.69,12.32,1.39,1668492000
2.3488,48.8534,2,380.52,1.72,28.1,11.18,4.53,10.03,13.94,1.61,1668495600
2.3488,48.8534,2,383.85,2.12,28.45,9.39,4.71,10.11,13.82,1.68,1668499200
2.3488,48.8534,1,370.5,2.4,26.39,10.19,4.59,9.51,12.78,1.76,1668502800
2.3488,48.8534,1,330.45,1.66,21.93,16.63,3.93,7.58,9.88,1.49,1668506400
2.3488,48.8534,1,300.41,1.29,18.85,25.75,3.46,6,7.77,1.28,1668510000
2.3488,48.8534,1,283.72,1.03,16.45,31.83,3.04,4.87,6.35,1.12,1668513600
2.3488,48.8534,1,273.7,0.61,15.42,37.19,2.8,4.17,5.48,0.99,1668517200
2.3488,48.8534,1,267.03,0.34,15.08,38.98,2.68,3.88,5.12,0.86,1668520800
2.3488,48.8534,1,267.03,0.17,15.08,37.55,2.53,3.97,5.15,0.78,1668524400
2.3488,48.8534,1,280.38,0.1,17.14,32.54,2.68,4.59,5.85,0.81,1668528000
2.3488,48.8534,1,307.08,0.18,20.73,26.82,3.16,5.72,7.26,0.94,1668531600
2.3488,48.8534,1,347.14,0.34,24.68,22.71,3.93,7.4,9.38,1.19,1668535200
2.3488,48.8534,1,387.19,0.54,28.1,19.49,4.59,9.02,11.53,1.41,1668538800
2.3488,48.8534,1,397.21,0.83,28.1,15.74,4.77,9.46,12.17,1.46,1668542400
2.3488,48.8534,1,403.88,0.81,28.45,16.09,5.01,9.93,12.72,1.52,1668546000
2.3488,48.8534,1,360.49,0.22,24.33,26.11,4.47,8.69,11.71,1.35,1668549600
2.3488,48.8534,1,277.04,0.02,15.42,40.77,3.22,6.18,9.18,0.89,1668553200
2.3488,48.8534,1,253.68,0.01,12.68,47.21,2.92,5.75,8.93,0.76,1668556800
2.3488,48.8534,1,243.66,0.01,11.31,50.07,2.68,5.56,9.42,0.74,1668560400
2.3488,48.8534,1,240.33,0.01,10.28,50.78,2.38,5.36,9.59,0.74,1668564000
2.3488,48.8534,1,236.99,0,9.77,52.21,2.12,5.22,9.73,0.73,1668567600
2.3488,48.8534,1,236.99,0,9.42,55.07,2.06,4.85,8.81,0.7,1668571200
2.3488,48.8534,1,247,0,10.71,55.79,2.32,4.78,7.77,0.76,1668574800
2.3488,48.8534,1,323.77,0.03,19.88,45.78,3.61,7.77,10.94,1.2,1668578400
2.3488,48.8534,1,367.16,0.11,26.39,35.76,4.35,9.82,13.53,1.49,1668582000
2.3488,48.8534,1,357.15,0.14,26.05,34.33,4.41,9.36,13.01,1.5,1668585600
2.3488,48.8534,1,330.45,0.3,21.93,40.41,4.11,7.86,10.95,1.38,1668589200
2.3488,48.8534,1,283.72,0.39,16.11,48.64,3.4,5.64,7.89,1.16,1668592800
2.3488,48.8534,1,263.69,0.47,13.71,52.21,3.16,4.71,6.54,1.12,1668596400
2.3488,48.8534,1,250.34,0.39,12.34,53.64,2.95,4.18,5.79,1.12,1668600000
2.3488,48.8534,1,250.34,0.27,12.68,53.64,2.98,4.14,5.55,1.12,1668603600
2.3488,48.8534,1,260.35,0.24,14.05,52.93,3.16,4.55,5.92,1.11,1668607200
2.3488,48.8534,1,267.03,0.15,15.42,55.07,3.19,4.75,6.09,1.08,1668610800
2.3488,48.8534,1,273.7,0.02,17.14,55.79,3.04,4.74,5.92,0.94,1668614400
2.3488,48.8534,1,270.37,0.01,16.96,50.78,2.71,4.42,5.51,0.79,1668618000
2.3488,48.8534,1,280.38,0.03,16.79,42.56,2.59,4.36,5.46,0.74,1668621600
2.3488,48.8534,1,283.72,0.05,16.11,36.48,2.5,4.22,5.3,0.72,1668625200
2.3488,48.8534,1,270.37,0.04,13.54,37.55,2.29,3.83,4.8,0.63,1668628800
2.3488,48.8534,1,250.34,0.02,10.71,42.92,1.97,3.47,4.26,0.55,1668632400
2.3488,48.8534,1,226.97,0,7.8,52.93,1.52,2.39,3.05,0.47,1668636000
2.3488,48.8534,1,203.61,0,5.06,60.8,1.18,1.63,2.15,0.35,1668639600
2.3488,48.8534,1,201.94,0,4.28,64.37,1.25,2.84,3.65,0.35,1668643200
2.3488,48.8534,1,198.6,0,3.9,65.09,1.4,4.08,5.61,0.38,1668646800
2.3488,48.8534,1,196.93,0,3.9,62.94,1.52,4.11,6.16,0.45,1668650400
2.3488,48.8534,1,195.26,0,3.86,64.37,1.43,3.33,5.02,0.51,1668654000
2.3488,48.8534,1,196.93,0,4.16,68.66,1.33,2.32,3.64,0.61,1668657600
2.3488,48.8534,1,208.62,0,5.65,69.38,1.52,2.03,3.32,0.76,1668661200
2.3488,48.8534,1,260.35,0,12,62.23,2.5,3.61,5.29,1.17,1668664800
2.3488,48.8534,1,293.73,0.01,17.14,55.79,3.22,4.91,6.83,1.36,1668668400
2.3488,48.8534,1,290.39,0.04,17.31,53.64,3.31,4.9,6.75,1.31,1668672000
2.3488,48.8534,1,283.72,0.3,15.77,52.93,3.25,4.64,6.34,1.23,1668675600
2.3488,48.8534,1,263.69,0.75,12.51,50.07,2.98,3.88,5.39,1.11,1668679200
2.3488,48.8534,1,250.34,1.52,10.02,47.92,2.83,3.35,4.67,1.08,1668682800
2.3488,48.8534,1,240.33,1.96,8.48,48.64,2.68,3.11,4.3,1.04,1668686400
2.3488,48.8534,1,247,2.12,9.08,48.64,2.8,3.41,4.66,1.17,1668690000
2.3488,48.8534,1,260.35,1.87,12,45.06,3.25,4.08,5.59,1.41,1668693600
2.3488,48.8534,1,277.04,1.19,15.59,40.41,3.64,4.8,6.53,1.65,1668697200
2.3488,48.8534,1,307.08,0.34,21.59,33.26,4.23,5.92,8,2.03,1668700800
2.3488,48.8534,1,340.46,0.24,26.73,26.11,4.71,7.55,10.1,2.28,1668704400
2.3488,48.8534,2,397.21,0.64,31.87,19.31,5.48,10.17,13.3,2.44,1668708000
2.3488,48.8534,2,440.6,1.16,35.3,14.66,6.14,12.39,15.98,2.37,1668711600
2.3488,48.8534,2,433.92,0.94,33.59,16.09,5.84,12.05,15.58,2.06,1668715200
2.3488,48.8534,2,427.25,0.71,32.22,18.42,5.54,11.62,14.93,1.87,1668718800
2.3488,48.8534,1,373.84,0.28,26.39,25.39,4.47,8.83,11.62,1.54,1668722400
2.3488,48.8534,1,280.38,0.04,16.45,37.19,2.92,4.61,6.51,1.04,1668726000
2.3488,48.8534,1,257.02,0.02,13.02,42.2,2.56,3.45,4.91,0.96,1668729600
2.3488,48.8534,1,247,0.01,11.65,44.35,2.41,3.11,4.38,0.88,1668733200
2.3488,48.8534,1,243.66,0.01,11.31,45.06,2.41,3.01,4.34,0.84,1668736800
2.3488,48.8534,1,243.66,0.01,11.31,44.35,2.47,2.98,4.4,0.81,1668740400
2.3488,48.8534,1,247,0.02,11.65,43.63,2.56,3.04,4.68,0.83,1668744000
2.3488,48.8534,1,260.35,0.03,13.71,40.77,2.86,3.74,5.71,0.95,1668747600
2.3488,48.8534,1,347.14,0.2,23.99,30.04,4.35,7.86,10.91,1.5,1668751200
2.3488,48.8534,2,407.22,0.55,32.22,22.35,5.36,10.91,15.1,1.9,1668754800
2.3488,48.8534,2,407.22,0.66,32.56,22.71,5.6,11.06,15.71,1.99,1668758400
2.3488,48.8534,2,383.85,1.24,28.45,28.97,5.48,10.02,14.49,2.06,1668762000
2.3488,48.8534,1,337.12,0.95,22.96,35.05,4.71,7.73,11.42,1.82,1668765600
2.3488,48.8534,1,313.76,1.84,18.51,40.05,4.41,6.3,9.26,1.73,1668769200
2.3488,48.8534,1,293.73,2.29,15.77,45.06,4.11,5.25,7.52,1.65,1668772800
2.3488,48.8534,1,290.39,2.37,15.42,48.64,4.05,4.87,6.68,1.61,1668776400
2.3488,48.8534,1,300.41,2.26,17.82,49.35,4.47,5.4,7.24,1.79,1668780000
2.3488,48.8534,1,317.1,1.65,21.42,46.49,4.89,6.15,8.19,2.01,1668783600
